basque,spanish,context
egoera egonkor, régimen estable,Technological Sciences > Electrical technology and engineering
egoera egonkor, régimen permanente,Technological Sciences > Electrical technology and engineering
egoera egonkor,régimen permanente,Technological Sciences > Electronic technology
egoera egonkor,estado estacionario,Technological Sciences > Environmental technology and engineering
egoera egonkor, situación estable,Technological Sciences > Environmental technology and engineering
egoera egonkor,estado estable,Physics > General Physics specialities
egoera iragankor,estado transitorio,Physics > General Physics specialities
egoera iragankor,régimen transitorio,Technological Sciences > Electronic technology
egoera iragankor,estado transitorio,Technological Sciences > Electrical technology and engineering
egoera iragankor, régimen transitorio,Technological Sciences > Electrical technology and engineering
egoera patologiko,estado patológico,Life sciences > Biochemistry and Molecular Biology
egoera patologiko,situación patológica,Life sciences > Human physiology
egokitasun,aptitud,Education sciences
egokitasun, idoneidad,Education sciences
egokitasun,adecuación,Medical Sciences > Pharmacology
egokitzapen,adaptación,Technological Sciences > Telecommunications technology
egokitzapen,adaptación,Physics > Electro-magnetism
egokitzapen,adaptación,Technological Sciences > Projects
egokitzapen,acondicionamiento,Medical Sciences > Pharmaceutical Technology
egokitzapen,correspondencia,Technological Sciences > Computer technology
egonkortasun-baldintza,condición de estabilidad,Physics > Thermodynamics
egonkortasun-baldintza, condición para la estabilidad,Physics > Thermodynamics
egonkortasun-baldintza,condiciones de estabilidad,Technological Sciences > Construction technology
egonkortzaile,agente estabilizante,Technological Sciences > Environmental technology and engineering
egonkortzaile, estabilizante,Technological Sciences > Environmental technology and engineering
egonkortzaile,estabilizante,Life sciences > Biochemistry and Molecular Biology
egonkortzaile,estabilizador,Medical Sciences > Pharmacology
egonkortzaile,estabilizador,Economic Sciences > General economics
egonkortzaile,estabilizante,Medical Sciences > Pharmaceutical Technology
eguneko lanaldi,jornada de trabajo,Economic Sciences > Organization and management of enterprises
eguneko lanaldi,jornada diaria,Juridical Sciences & Law > Labour and Social Security law
ekarpen,aportación,Juridical Sciences & Law > Constitutional law
ekarpen,aportación,Juridical Sciences & Law > Finance law
ekarpen,aportación,Economic Sciences > Organization and management of enterprises
ekarpen,contribución,Physics > Electro-magnetism
ekarpen,aportación,Juridical Sciences & Law > Commercial law
ekarpen berezi,aportación específica,Juridical Sciences & Law > Finance law
ekarpen berezi,aportación especial,Juridical Sciences & Law > Constitutional law
ekintza,acción,Mathematics > Algebra
ekintza,acción,Medical Sciences > Pharmacology
ekintza,conducta,Juridical Sciences & Law > Criminal law
ekintza,acción,Physics > Electro-magnetism
ekintza administratibo,acción administrativa,Juridical Sciences & Law > Constitutional law
ekintza administratibo,acto administrativo,Juridical Sciences & Law > Finance law
ekintza zuzentzaile,medida correctora,Technological Sciences > Environmental technology and engineering
ekintza zuzentzaile,acción correctiva,Technological Sciences > Projects
ekitaldi,actividad,Juridical Sciences & Law > Labour and Social Security law
ekitaldi, acto,Juridical Sciences & Law > Labour and Social Security law
ekitaldi,ejercicio,Juridical Sciences & Law > Finance law
ekitaldi,ejercicio,Economic Sciences > Organization and management of enterprises
ekitaldi, ejercicio económico,Economic Sciences > Organization and management of enterprises
ekitaldi,sesión,Juridical Sciences & Law > Constitutional law
ekoizle,generador,Physics > Thermodynamics
ekoizle,productor,Economic Sciences > General economics
ekoizle,productor,Medical Sciences > Pharmaceutical Technology
ekoizle,productor,Economic Sciences > Economic theory
ekoizle,productor,Technological Sciences > Environmental technology and engineering
ekoizpen-baliabide,medio de producción,Juridical Sciences & Law > Labour and Social Security law
ekoizpen-baliabide,recurso productivo,Economic Sciences > Organization and management of enterprises
ekoizpen-baliabide,recurso productivo,Economic Sciences > General economics
ekoizpen-faktore,factor de producción,Economic Sciences > Economic theory
ekoizpen-faktore,factor productivo,Juridical Sciences & Law > Labour and Social Security law
ekoizpen-faktore,factor de producción,Economic Sciences > General economics
ekoizpen-faktore, factor productivo,Economic Sciences > General economics
ekoizpen-faktore aldakor,factor de producción variable,Economic Sciences > Economic theory
ekoizpen-faktore aldakor, factor variable,Economic Sciences > Economic theory
ekoizpen-faktore aldakor,factor productivo variable,Economic Sciences > General economics
ekoizpen-faktore finko,factor productivo fijo,Economic Sciences > General economics
ekoizpen-faktore finko,factor de producción fijo,Economic Sciences > Economic theory
ekoizpen-faktore finko, factor fijo,Economic Sciences > Economic theory
ekoizpen-prozesu,proceso de producción,Economic Sciences > General economics
ekoizpen-prozesu, proceso productivo,Economic Sciences > General economics
ekoizpen-prozesu,proceso de fabricación,Medical Sciences > Pharmaceutical Technology
ekoizpen-prozesu,proceso productivo,Economic Sciences > Organization and management of enterprises
ekoizpen-prozesu,proceso de producción,Life sciences > Animal Biology
ekoizpen-prozesu,proceso productivo,Juridical Sciences & Law > Labour and Social Security law
elektroi-harrapaketa,captura de electrones,Chemistry > Analytical chemistry
elektroi-harrapaketa,captura electrónica,Life sciences > Biochemistry and Molecular Biology
elektroi-harrapaketa,captura electrónica,Physics > General Physics specialities
elektroi-hartzaile,aceptor de electrones,Chemistry > Organic chemistry
elektroi-hartzaile, electroatrayente,Chemistry > Organic chemistry
elektroi-hartzaile,aceptor de elecrones,Technological Sciences > Environmental technology and engineering
elektroi-hartzaile,aceptor,Technological Sciences > Electronic technology
elektroi-hartzaile, aceptor de electrones,Technological Sciences > Electronic technology
elektroien garraio-kate,cadena de transporte de electrones,Life sciences > Human physiology
elektroien garraio-kate,cadena transportadora de electrones,Life sciences > Biochemistry and Molecular Biology
elikagai,alimento,Life sciences > Cell biology
elikagai,alimento,Medical Sciences > Pharmaceutical Technology
elikagai,alimento,Medical Sciences > Nutritional sciences
elikagai,nutriente,Technological Sciences > Environmental technology and engineering
elikagai,alimento,Life sciences > Animal Biology
elikagai, nutriente,Life sciences > Animal Biology
elikatze,alimentación,Life sciences > Animal Biology
elikatze,alimentación eléctrica,Technological Sciences > Electrical technology and engineering
elkargokide,colegiada,Technological Sciences > Projects
elkargokide, colegiado,Technological Sciences > Projects
elkargokide,miembro de asociación,Juridical Sciences & Law > Labour and Social Security law
elkargune,intersección,Technological Sciences > Industrial technology
elkargune,punto de encuentro,Education sciences
elkarketa,asociación,Physics > Electro-magnetism
elkarketa,combinación,Medical Sciences > Pharmacology
elkarketa,asociación,Technological Sciences > Electrical technology and engineering
elkartasun,solidaridad,Juridical Sciences & Law > Law Philosophy
elkartasun,comunión,Juridical Sciences & Law > Roman law
elkarte,asociación,Juridical Sciences & Law > Civil law
elkarte,entidad,Juridical Sciences & Law > Law Philosophy
elkarte, sociedad,Juridical Sciences & Law > Law Philosophy
elkarte,asociación,Education sciences
elkarte,asociación,Medical Sciences > Pharmacology
emaitza-kontu,cuenta de pérdidas y ganancias,Economic Sciences > General economics
emaitza-kontu,cuenta de resultados,Economic Sciences > Economic accounting
emate,prestación,Economic Sciences > Economic accounting
emate,dación,Juridical Sciences & Law > Constitutional law
emultsionatzaile,emulsificante,Medical Sciences > Pharmaceutical Technology
emultsionatzaile,emulgente,Technological Sciences > Food technology
emultsionatzaile, emulsificante,Technological Sciences > Food technology
emultsionatzaile, emulsionante,Technological Sciences > Food technology
emultsionatzaile,emulsionante,Life sciences > Biochemistry and Molecular Biology
enbargo-eginbide,diligencia de embargo,Juridical Sciences & Law > Procedural law
enbargo-eginbide,embargo,Juridical Sciences & Law > Administrative law
energia erabilgarri,energía disponible,Technological Sciences > Electrical technology and engineering
energia erabilgarri,energía útil,Technological Sciences > Environmental technology and engineering
energia erabilgarri,energía útil,Technological Sciences > Chemical technology and engineering
energia-balantze,balance de energía,Earth and Space Sciences > Metereology and Oceanography
energia-balantze, balance térmico,Earth and Space Sciences > Metereology and Oceanography
energia-balantze,balance de energía,Technological Sciences > Electrical technology and engineering
energia-balantze, balance energético,Technological Sciences > Electrical technology and engineering
energia-balantze,balance de energía,Technological Sciences > Environmental technology and engineering
energia-balantze, balance energético,Technological Sciences > Environmental technology and engineering
energia-balantze,balance energético,Life sciences > Animal Biology
energia-iturri,fuente de energía,Life sciences > Animal Biology
energia-iturri,fuente de energía,Chemistry > Physical chemistry
energia-iturri,fuente de energía,Earth and Space Sciences > Metereology and Oceanography
energia-iturri,fuente de alimentación,Physics > Aplied Physics
energia-iturri,fuente de energía,Life sciences > Biochemistry and Molecular Biology
energia-iturri,fuente de energía,Technological Sciences > Environmental technology and engineering
energia-iturri,fuente de energía,Technological Sciences > Electrical technology and engineering
energia-iturri,fuente de energía,Technological Sciences > Chemical technology and engineering
energia-maila,nivel de energía,Physics > Thermodynamics
energia-maila,estado energético,Physics > General Physics specialities
energia-maila, nivel de energía,Physics > General Physics specialities
energia-maila,nivel energético,Life sciences > Biochemistry and Molecular Biology
enkante publiko,subasta,Juridical Sciences & Law > Administrative law
enkante publiko,subasta pública,Juridical Sciences & Law > Labour and Social Security law
enplegatu,persona empleada,Juridical Sciences & Law > Labour and Social Security law
enplegatu,empleado,Economic Sciences > General economics
enplegatu publiko,persona empleada pública,Juridical Sciences & Law > Labour and Social Security law
enplegatu publiko,empleada pública,Juridical Sciences & Law > Administrative law
enplegatu publiko, empleado público,Juridical Sciences & Law > Administrative law
enplegu-eskaintza publiko,oferta pública de empleo,Juridical Sciences & Law > Labour and Social Security law
enplegu-eskaintza publiko,oferta de empleo público,Juridical Sciences & Law > Administrative law
enpresa-talde,grupo de empresas,Juridical Sciences & Law > Labour and Social Security law
enpresa-talde,grupo empresarial,Economic Sciences > Organization and management of enterprises
