english,basque,context
fluidity,fluidotasun; jariakortasun,Technological Sciences > Chemical technology and engineering
fluidity,jariapen,Medical Sciences > Pharmaceutical Technology
focus,fokapen; fokatze; foku,Physics > Optics
focus,foku; hipozentro,Technological Sciences > Environmental technology and engineering
focus,fokatu,Physics > Aplied Physics
focus,foku; foku-puntu,Physics > Electro-magnetism
focus,foku,Medical Sciences > Medical diagnostic and Treatment Technology
focus,foku,Technological Sciences > Electronic technology
focus,foku; foku-puntu,Physics > Mechanics
fold,tolestura,Technological Sciences > Mechanical engineering and technology
fold,toles,Earth and Space Sciences > Geology
fold,toles,Technological Sciences > Environmental technology and engineering
fold,tolespen; tolestura; gangar,Life sciences > Cell biology
folding,tolestura,Life sciences > Biochemistry and Molecular Biology
folding,tolestura,Technological Sciences > Environmental technology and engineering
folding,tolestura,Earth and Space Sciences > Geology
folding,tolestaketa,Technological Sciences > Industrial technology
food,elikagai,Medical Sciences > Pharmaceutical Technology
food,janari; elikadura,Medical Sciences > Pharmacology
food,pentsu; elikagai; nutriente,Life sciences > Animal Biology
food,elikadura,Technological Sciences > Food technology
food safety,elikagaien segurtasun,Technological Sciences > Food technology
food safety,elikagai-segurtasun,Medical Sciences > Nutritional sciences
force,fuerza,Physics > Aplied Physics
force,indar,Technological Sciences > Electrical technology and engineering
force,indar,Physics > General Physics specialities
force,indar,Physics > Mechanics
force,indar,Technological Sciences > Construction technology
force,indar,Physics > Electro-magnetism
force,indar,Chemistry > Physical chemistry
foreign body,gorputz kanpotar,Medical Sciences > Microbiology
foreign body,gorputz arrotz,Medical Sciences > Medical diagnostic and Treatment Technology
form,forma,Technological Sciences > Industrial technology
form,inprimaki,Technological Sciences > Projects
form,forma,Mathematics > Analysis and functional analysis
form,aurkezpe; itxura,Medical Sciences > Pharmacology
Fourier analysis,Fourier analisi,Mathematics > Analysis and functional analysis
Fourier analysis,Fourier-en analisia,Physics > General Physics specialities
Fourier analysis,Fourier-en analisi; Fourierren analisi,Physics > Aplied Physics
Fourier series,Fourier serie; Fourierren serie,Mathematics > Analysis and functional analysis
Fourier series,Fourier-en serie,Physics > General Physics specialities
Fourier series,Fourier-en serie,Technological Sciences > Telecommunications technology
fraction,zatiki,Mathematics > Algebra
fraction,zatiki,Mathematics > Analysis and functional analysis
fraction,frakzio,Medical Sciences > Pharmaceutical Technology
fraction,frakzio,Technological Sciences > Environmental technology and engineering
fractionation,zatikapen,Medical Sciences > Medical diagnostic and Treatment Technology
fractionation,frakzionazio,Earth and Space Sciences > Geology
fractionation,frakzionamendu; zatikapen,Life sciences > Biochemistry and Molecular Biology
fracture,apurketa; haustura,Technological Sciences > Construction technology
fracture,apurketa,Technological Sciences > Environmental technology and engineering
fracture,haustura,Medical Sciences > Pharmacology
frame,bankada; bastidore; karkasa,Technological Sciences > Mechanical engineering and technology
frame,xasis,Technological Sciences > Industrial technology
frame,irudi,Physics > Theoretical physics
frame,bilbe,Technological Sciences > Instrumentation technology
frame,bilbe; trama,Technological Sciences > Telecommunications technology
frame,eredu terapeutiko,Medical Sciences > Pharmacology
freezing,izozketa,Life sciences > Microbiology
freezing,izozketa,Life sciences > Cell biology
freezing,izozte,Medical Sciences > Pharmaceutical Technology
frequency component,osagai espektral; osagai frekuentzial,Physics > Electro-magnetism
frequency component,frekuentzia-osagai; maiztasun-osagai,Technological Sciences > Telecommunications technology
frequency range,maiztasun-bitarte,Chemistry > Organic chemistry
frequency range,frekuentzia-tarte; maiztasun-tarte,Physics > Electro-magnetism
fresh water,ur geza,Technological Sciences > Environmental technology and engineering
fresh water,ur geza,Life sciences > Animal Biology
fresh water,ur natural,Chemistry > Analytical chemistry
FS,solido finkoak,Technological Sciences > Environmental technology and engineering
FS,AH erlazio; amaiera-hasiera erlazio,Technological Sciences > Projects
fume cupboard,beira-kaxa; bitrina,Chemistry > Physical chemistry
fume cupboard,gas-kanpai,Chemistry > Organic chemistry
functional group,funtzio-talde,Chemistry > Analytical chemistry
functional group,funtzio-talde; talde funtzional,Chemistry > Organic chemistry
functional group,talde funtzional,Technological Sciences > Chemical technology and engineering
functionality,funtzionalitate,Technological Sciences > Computer technology
functionality,funtzionaltasun,Technological Sciences > Chemical technology and engineering
fundamental frequency,oinarrizko maiztasun,Physics > General Physics specialities
fundamental frequency,funtsezko harmoniko; lehen harmoniko; oinarrizko harmoniko,Physics > Electro-magnetism
fundamental frequency,oinarrizko maiztasun,Physics > Thermodynamics
fundamental frequency,oinarrizko maiztasun,Technological Sciences > Telecommunications technology
fundamental frequency,oinarrizko frekuentzia; oinarrizko maiztasun,Technological Sciences > Electrical technology and engineering
fusion,fusio,Chemistry > Physical chemistry
fusion,fusio; urtze,Technological Sciences > Environmental technology and engineering
fusion,fusio,Life sciences > Cell biology
fusion,urtze,Medical Sciences > Pharmaceutical Technology
gallbladder,behazun-xixku,Medical Sciences > Microbiology
gallbladder,behazun; behazun-maskuri,Medical Sciences > Medical diagnostic and Treatment Technology
gas bottle,bonbona,Chemistry > Physical chemistry
gas bottle,gas-bala,Technological Sciences > Environmental technology and engineering
gas phase,gas fase,Technological Sciences > Environmental technology and engineering
gas phase,gas fase,Chemistry > Physical chemistry
gas phase,fase gaseoso,Medical Sciences > Pharmaceutical Technology
gauge,galga; kalibre,Technological Sciences > Mechanical engineering and technology
gauge,txantiloi,Technological Sciences > Industrial technology
Gauss's law,Gauss-en teorema,Physics > Optics
Gauss's law,Gauss-en legea,Physics > Aplied Physics
Gaussian distribution,banaketa normal; distribuzio normal; Gauss-en banaketa; Gauss-en distribuzioa,Technological Sciences > Environmental technology and engineering
Gaussian distribution,banaketa gausstar,Technological Sciences > Telecommunications technology
Gaussian distribution,egitura gausiarr,Chemistry > Analytical chemistry
generating line,sortzaile,Technological Sciences > Mechanical engineering and technology
generating line,lerro sortzaile; sortzaile,Technological Sciences > Industrial technology
generating line,zuzen sortzaile,Technological Sciences > Construction technology
generation,belaunaldi,Medical Sciences > Pharmacology
generation,konputagailu-belaunaldi,Technological Sciences > Computer technology
generator,sorgailu,Technological Sciences > Electrical technology and engineering
generator,sorgailu,Physics > General Physics specialities
generator,lerro sortzaile; sortzaile,Technological Sciences > Industrial technology
generator,sortzaile,Physics > Theoretical physics
generator,generadore; sorgailu,Physics > Electro-magnetism
generator,sistema sortzaile,Mathematics > Analysis and functional analysis
generator,ekoizle,Physics > Thermodynamics
generator,sorgailu; sorgailu elektriko,Technological Sciences > Electronic technology
generator,sorgailu,Technological Sciences > Telecommunications technology
generator,sorgailu,Physics > Aplied Physics
generator,sorgailu,Technological Sciences > Environmental technology and engineering
geographic information system,informazio geografikoko sistema,Technological Sciences > Environmental technology and engineering
geographic information system,geografi informazio-sistema,Technological Sciences > Construction technology
gill,zakatz,Technological Sciences > Environmental technology and engineering
gill,brankia,Life sciences > Animal Biology
goodness of fit,doikuntza-egokitasun,Mathematics > Statistics
goodness of fit,doikuntza-ontasun,Economic Sciences > Econometrics
gram,gramo,Medical Sciences > Pharmaceutical Technology
gram,gramo,Physics > General Physics specialities
gram,gramo,Chemistry > Physical chemistry
gram,gram,Medical Sciences > Pharmacology
graph,grafiko,Medical Sciences > Pharmaceutical Technology
graph,grafo,Technological Sciences > Environmental technology and engineering
graph,grafo,Mathematics > Analysis and functional analysis
graphical representation,adierazpen grafiko,Technological Sciences > Electrical technology and engineering
graphical representation,adierazpen grafiko; adierazpide grafiko,Mathematics > Analysis and functional analysis
graphical representation,irudikapen grafiko,Technological Sciences > Environmental technology and engineering
grease,gantz; koipe,Technological Sciences > Environmental technology and engineering
grease,koipeztatu,Technological Sciences > Mechanical engineering and technology
grill,parrilla,Medical Sciences > Medical diagnostic and Treatment Technology
grill,barbacue; parrillan erre; gainerretzaile; gratinagailu,Technological Sciences > Food technology
grinding,artezketa,Technological Sciences > Mechanical engineering and technology
grinding,ehoketa,Chemistry > Analytical chemistry
gross profit,irabazi gordin; mozkin gordin,Economic Sciences > Organization and management of enterprises
gross profit,emaitza garbi,Economic Sciences > Economic accounting
ground,lur,Technological Sciences > Electrical technology and engineering
ground,ground; lur,Technological Sciences > Electronic technology
ground,lurzoru; zoru,Technological Sciences > Environmental technology and engineering
ground level,oinarrizko maila,Physics > General Physics specialities
ground level,lurzoru maila,Technological Sciences > Environmental technology and engineering
